artist_label,total_observations,final_pca_anomalies,high_priority_anomalies,extreme_anomalies,positive_anomalies,negative_anomalies,flat_anomalies,mean_pca_score,maximum_pca_score,mean_anomaly_score_ratio,maximum_anomaly_score_ratio,unique_tracks,unique_countries,latest_observation_date,anomaly_rate_pct,high_priority_share_pct,negative_direction_share_pct,positive_direction_share_pct,strongest_anomaly_track_id,strongest_anomaly_date,strongest_anomaly_country,strongest_anomaly_streams,strongest_anomaly_chart_position,strongest_anomaly_direction,strongest_anomaly_severity,strongest_anomaly_pca_score,strongest_anomaly_score_ratio,artist_level_explanation,artist_review_score
"Ariana Grande, Lil Wayne",30,7,1,0,1,6,0,0.05202785527993304,0.24928277730941772,0.5466476145238891,2.6191707273899842,1,2,2016-10-06,23.333333333333332,14.285714285714286,85.71428571428571,14.285714285714286,5AKlnLpP3WLwZseNbjquND,2016-06-30,gr,3444.0,112.0,Negative,Very High,0.24928277730941772,2.6191707273899842,"7 frozen-threshold PCA anomalies were identified from 30 model-eligible observations, producing an artist-level anomaly rate of 23.333%. The dominant anomaly direction was negative, with 6 negative, 1 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 2.62 times the frozen PCA anomaly threshold and was classified as Very High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
Thrife,14,7,1,0,0,7,0,0.10222273731802316,0.2489304964094941,1.0740364984168806,2.6154693733259076,2,1,2022-12-15,50.0,14.285714285714286,100.0,0.0,05tLudzJAr4iHnDiWWdA59,2022-10-20,se,632358.0,11.0,Negative,Very High,0.2489304964094941,2.6154693733259076,"7 frozen-threshold PCA anomalies were identified from 14 model-eligible observations, producing an artist-level anomaly rate of 50.000%. The dominant anomaly direction was negative, with 7 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 2.62 times the frozen PCA anomaly threshold and was classified as Very High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
"Anuel AA, KAROL G",1029,7,1,0,2,5,0,0.008066002807136562,0.22957663238048553,0.08474808676122443,2.4121216945420425,1,24,2020-07-09,0.6802721088435374,14.285714285714286,71.42857142857143,28.571428571428573,5W83ErFkO3aKAIS1WMi6u0,2019-03-21,uy,123077.0,2.0,Positive,Very High,0.22957663238048553,2.4121216945420425,"7 frozen-threshold PCA anomalies were identified from 1,029 model-eligible observations, producing an artist-level anomaly rate of 0.680%. The dominant anomaly direction was negative, with 5 negative, 2 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 2.41 times the frozen PCA anomaly threshold and was classified as Very High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
Khalid,5157,7,1,0,3,4,0,0.00719486530861837,0.22712115943431854,0.07559519677709804,2.3863224679291433,10,51,2022-07-28,0.1357378320729106,14.285714285714286,57.142857142857146,42.857142857142854,6zeeWid2sgw4lap2jV61PZ,2019-06-13,us,3233590.0,43.0,Negative,Very High,0.22712115943431854,2.3863224679291433,"7 frozen-threshold PCA anomalies were identified from 5,157 model-eligible observations, producing an artist-level anomaly rate of 0.136%. The dominant anomaly direction was negative, with 4 negative, 3 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 2.39 times the frozen PCA anomaly threshold and was classified as Very High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
Tez Cadey,113,7,1,0,1,6,0,0.021039554935548273,0.2248571664094925,0.22105893956766196,2.3625350875026196,1,9,2016-12-01,6.1946902654867255,14.285714285714286,85.71428571428571,14.285714285714286,6UqRGwjwYL0stXbaodTxwo,2015-07-16,be,5234.0,133.0,Negative,Very High,0.2248571664094925,2.3625350875026196,"7 frozen-threshold PCA anomalies were identified from 113 model-eligible observations, producing an artist-level anomaly rate of 6.195%. The dominant anomaly direction was negative, with 6 negative, 1 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 2.36 times the frozen PCA anomaly threshold and was classified as Very High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
Ben&Ben,1507,10,0,0,1,1,8,0.007955682732666499,0.2213087858930544,0.08358897295154147,2.325252871384015,16,2,2022-11-24,0.6635700066357001,0.0,10.0,10.0,2Mo4pOpCYXOu33856sMQLh,2021-08-12,ph,575509.0,37.0,Flat,High,0.2213087858930544,2.325252871384015,"10 frozen-threshold PCA anomalies were identified from 1,507 model-eligible observations, producing an artist-level anomaly rate of 0.664%. The dominant anomaly direction was flat, with 1 negative, 1 positive and 8 flat-direction anomalies. The strongest observed anomaly reached 2.33 times the frozen PCA anomaly threshold and was classified as High with flat direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
"Maroon 5, Cardi B",3707,10,0,0,2,7,1,0.006586470690256966,0.2120753526687622,0.06920290047683697,2.228238796543384,1,67,2020-12-03,0.2697599136768276,0.0,70.0,20.0,7fa9MBXhVfQ8P8Df9OEbD8,2019-03-14,global,9525176.0,55.0,Negative,High,0.2120753526687622,2.228238796543384,"10 frozen-threshold PCA anomalies were identified from 3,707 model-eligible observations, producing an artist-level anomaly rate of 0.270%. The dominant anomaly direction was negative, with 7 negative, 2 positive and 1 flat-direction anomalies. The strongest observed anomaly reached 2.23 times the frozen PCA anomaly threshold and was classified as High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
"Robin Schulz, Jasmine Thompson",423,10,0,0,5,5,0,0.01785106540223568,0.20796704292297363,0.18755803533200383,2.1850735015263747,2,32,2015-11-19,2.3640661938534278,0.0,50.0,50.0,4zLBcDtvYNVtF9fnG6lme3,2015-07-02,cl,4174.0,226.0,Positive,High,0.20796704292297363,2.1850735015263747,"10 frozen-threshold PCA anomalies were identified from 423 model-eligible observations, producing an artist-level anomaly rate of 2.364%. The dominant anomaly direction was positive, with 5 negative, 5 positive and 0 flat-direction anomalies. The strongest observed anomaly reached 2.19 times the frozen PCA anomaly threshold and was classified as High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
Haloo Helsinki!,681,10,0,0,0,10,0,0.013165511881539112,0.2079128473997116,0.13832774050182867,2.184504078601873,24,1,2022-11-10,1.4684287812041117,0.0,100.0,0.0,1DAepYMJV2QIAEEhy3BJo2,2015-09-17,fi,25509.0,184.0,Negative,High,0.2079128473997116,2.184504078601873,"10 frozen-threshold PCA anomalies were identified from 681 model-eligible observations, producing an artist-level anomaly rate of 1.468%. The dominant anomaly direction was negative, with 10 negative, 0 positive and 0 flat-direction anomalies. The strongest observed anomaly reached 2.18 times the frozen PCA anomaly threshold and was classified as High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
"Post Malone, Quavo",2833,10,0,0,2,7,1,0.006562912432997768,0.20412249863147736,0.0689553779705989,2.1446795442015865,1,55,2019-11-07,0.35298270384751146,0.0,70.0,20.0,3a1lNhkSLSkpJE4MSHpDu9,2017-08-10,us,5433794.0,10.0,Negative,High,0.20412249863147736,2.1446795442015865,"10 frozen-threshold PCA anomalies were identified from 2,833 model-eligible observations, producing an artist-level anomaly rate of 0.353%. The dominant anomaly direction was negative, with 7 negative, 2 positive and 1 flat-direction anomalies. The strongest observed anomaly reached 2.14 times the frozen PCA anomaly threshold and was classified as High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
Glass Animals,3647,10,0,0,4,5,1,0.00700265253072825,0.2013465315103531,0.07357565059459048,2.1155129411080202,3,65,2022-11-10,0.2741979709350151,0.0,50.0,40.0,02MWAaffLxlfxAUY7c5dvx,2021-02-25,au,2154438.0,1.0,Positive,High,0.2013465315103531,2.1155129411080202,"10 frozen-threshold PCA anomalies were identified from 3,647 model-eligible observations, producing an artist-level anomaly rate of 0.274%. The dominant anomaly direction was negative, with 5 negative, 4 positive and 1 flat-direction anomalies. The strongest observed anomaly reached 2.12 times the frozen PCA anomaly threshold and was classified as High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
"J Balvin, Bad Bunny",4907,10,0,0,3,6,1,0.006771329132184575,0.1979348361492157,0.07114517593217957,2.0796668521117803,7,22,2022-11-10,0.2037905033625433,0.0,60.0,30.0,0RFFFGtPn6a58RHY3ccVYX,2017-10-12,cl,196205.0,59.0,Negative,High,0.1979348361492157,2.0796668521117803,"10 frozen-threshold PCA anomalies were identified from 4,907 model-eligible observations, producing an artist-level anomaly rate of 0.204%. The dominant anomaly direction was negative, with 6 negative, 3 positive and 1 flat-direction anomalies. The strongest observed anomaly reached 2.08 times the frozen PCA anomaly threshold and was classified as High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
Eric Chou,3553,10,0,0,4,4,2,0.007181403340105875,0.194487065076828,0.0754537542184041,2.0434417219001926,18,4,2022-12-01,0.28145229383619474,0.0,40.0,40.0,5cU1O9P0EDA0rPkPDykhIm,2019-09-19,hk,24346.0,126.0,Positive,High,0.194487065076828,2.0434417219001926,"10 frozen-threshold PCA anomalies were identified from 3,553 model-eligible observations, producing an artist-level anomaly rate of 0.281%. The dominant anomaly direction was positive, with 4 negative, 4 positive and 2 flat-direction anomalies. The strongest observed anomaly reached 2.04 times the frozen PCA anomaly threshold and was classified as High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
The Neighbourhood,5288,10,0,0,6,3,1,0.007096398459333592,0.18400517106056213,0.07456062274014041,1.9333102869437728,5,54,2022-11-10,0.18910741301059,0.0,30.0,60.0,5E30LdtzQTGqRvNd7l6kG5,2021-03-11,cz,30321.0,169.0,Positive,High,0.18400517106056213,1.9333102869437728,"10 frozen-threshold PCA anomalies were identified from 5,288 model-eligible observations, producing an artist-level anomaly rate of 0.189%. The dominant anomaly direction was positive, with 3 negative, 6 positive and 1 flat-direction anomalies. The strongest observed anomaly reached 1.93 times the frozen PCA anomaly threshold and was classified as High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
"Feder, Lyse",258,10,0,0,6,4,0,0.020562362988468606,0.1764785200357437,0.21604516688497902,1.8542290754286463,1,16,2016-03-17,3.875968992248062,0.0,40.0,60.0,3PnOOmkxruDDAiMYZZTgO7,2015-09-10,pl,20512.0,83.0,Positive,High,0.1764785200357437,1.8542290754286463,"10 frozen-threshold PCA anomalies were identified from 258 model-eligible observations, producing an artist-level anomaly rate of 3.876%. The dominant anomaly direction was positive, with 4 negative, 6 positive and 0 flat-direction anomalies. The strongest observed anomaly reached 1.85 times the frozen PCA anomaly threshold and was classified as High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
"Marvin Gaye, Kygo",195,10,0,0,2,8,0,0.029890936571442022,0.16324296593666077,0.3140588649051206,1.7151654135452752,1,23,2015-12-03,5.128205128205129,0.0,80.0,20.0,7s1upm7yr7ZjrzXMwHawtG,2015-07-23,mx,20503.0,242.0,Negative,High,0.16324296593666077,1.7151654135452752,"10 frozen-threshold PCA anomalies were identified from 195 model-eligible observations, producing an artist-level anomaly rate of 5.128%. The dominant anomaly direction was negative, with 8 negative, 2 positive and 0 flat-direction anomalies. The strongest observed anomaly reached 1.72 times the frozen PCA anomaly threshold and was classified as High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
Mad Clip,443,10,0,0,3,7,0,0.010813117287947125,0.1577310562133789,0.11361154018784164,1.6572527380084616,10,2,2022-11-17,2.2573363431151243,0.0,70.0,30.0,75LKhuJQZbT0cudT1e38y8,2019-08-08,gr,16519.0,100.0,Positive,High,0.1577310562133789,1.6572527380084616,"10 frozen-threshold PCA anomalies were identified from 443 model-eligible observations, producing an artist-level anomaly rate of 2.257%. The dominant anomaly direction was negative, with 7 negative, 3 positive and 0 flat-direction anomalies. The strongest observed anomaly reached 1.66 times the frozen PCA anomaly threshold and was classified as High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",10
Hoàng Dũng,215,1,1,1,0,1,0,0.01556446537510905,1.7599166778581556,0.16353312706942663,18.49113803626323,5,1,2023-04-06,0.46511627906976744,100.0,100.0,0.0,1w3eUC89GPspKpi62tPwjt,2022-08-18,vn,102931.0,56.0,Negative,Extreme,1.7599166778581556,18.49113803626323,"1 frozen-threshold PCA anomalies were identified from 215 model-eligible observations, producing an artist-level anomaly rate of 0.465%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 18.49 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"Mente Fuerte, Hawk, Baghdad",233,1,1,1,0,1,0,0.01092641981010362,1.0015723705291748,0.11480199005595826,10.523346468482657,1,2,2021-12-16,0.4291845493562232,100.0,100.0,0.0,3wjl3uPGckJUAeI5cRG0bZ,2019-08-15,gr,145226.0,2.0,Negative,Extreme,1.0015723705291748,10.523346468482657,"1 frozen-threshold PCA anomalies were identified from 233 model-eligible observations, producing an artist-level anomaly rate of 0.429%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 10.52 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"Bossikan, Light",49,1,1,1,0,1,0,0.01937146142044669,0.8224854790786859,0.2035325715110346,8.641711688859766,1,2,2022-08-11,2.0408163265306123,100.0,100.0,0.0,0HUabBApCqvyOWksm6Rk8N,2022-01-27,gr,264219.0,15.0,Negative,Extreme,0.8224854790786859,8.641711688859766,"1 frozen-threshold PCA anomalies were identified from 49 model-eligible observations, producing an artist-level anomaly rate of 2.041%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 8.64 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
Fujii Kaze,299,1,1,1,1,0,0,0.008907797938580403,0.7828069395815379,0.09359268160461565,8.224816184572592,8,11,2023-04-06,0.33444816053511706,100.0,0.0,100.0,51oc6MEsXTpnPn6GOw5VuP,2022-08-18,jp,843628.0,24.0,Positive,Extreme,0.7828069395815379,8.224816184572592,"1 frozen-threshold PCA anomalies were identified from 299 model-eligible observations, producing an artist-level anomaly rate of 0.334%. The dominant anomaly direction was positive, with 0 negative, 1 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 8.22 times the frozen PCA anomaly threshold and was classified as Extreme with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"ElGrandeToto, Hamza",72,1,1,1,0,1,0,0.016000871844904643,0.7502689361572266,0.16811837384527376,7.882945049243855,1,1,2022-11-24,1.3888888888888888,100.0,100.0,0.0,2FkCxMgyjqvKwV0wqKb3vF,2021-05-06,ma,53218.0,10.0,Negative,Extreme,0.7502689361572266,7.882945049243855,"1 frozen-threshold PCA anomalies were identified from 72 model-eligible observations, producing an artist-level anomaly rate of 1.389%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 7.88 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"ElGrandeToto, Smallx",49,1,1,1,0,1,0,0.020097763119881727,0.7395001649856567,0.21116369697804846,7.769799445977699,1,1,2022-04-07,2.0408163265306123,100.0,100.0,0.0,42ZwLbocS9q28SQgrM9C8s,2021-05-06,ma,54823.0,8.0,Negative,Extreme,0.7395001649856567,7.769799445977699,"1 frozen-threshold PCA anomalies were identified from 49 model-eligible observations, producing an artist-level anomaly rate of 2.041%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 7.77 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"Gemitaiz, MadMan",46,1,1,1,0,1,0,0.02984561266772368,0.731150209903717,0.3135826545421288,7.6820679221167785,2,1,2020-06-11,2.1739130434782608,100.0,100.0,0.0,3fV9z98dnQLSIPIMMJXCm7,2019-08-08,it,1004955.0,34.0,Negative,Extreme,0.731150209903717,7.6820679221167785,"1 frozen-threshold PCA anomalies were identified from 46 model-eligible observations, producing an artist-level anomaly rate of 2.174%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 7.68 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"ElGrandeToto, 3robi",37,1,1,1,0,1,0,0.024901170746807682,0.7287197113037109,0.2616322643775138,7.656531096609589,1,1,2022-01-13,2.7027027027027026,100.0,100.0,0.0,1KZXzp8MHucI0ynGk3DgRx,2021-05-06,ma,28096.0,43.0,Negative,Extreme,0.7287197113037109,7.656531096609589,"1 frozen-threshold PCA anomalies were identified from 37 model-eligible observations, producing an artist-level anomaly rate of 2.703%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 7.66 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"ElGrandeToto, Damso",57,1,1,1,0,1,0,0.017122457590388773,0.7069228291511536,0.17990267994349904,7.427515051865006,1,1,2022-06-02,1.7543859649122806,100.0,100.0,0.0,78UMhbpEdGKXSc9nk25ow0,2021-05-06,ma,43043.0,15.0,Negative,Extreme,0.7069228291511536,7.427515051865006,"1 frozen-threshold PCA anomalies were identified from 57 model-eligible observations, producing an artist-level anomaly rate of 1.754%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 7.43 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"Mad Clip, Hawk, Light, Sapranov",166,1,1,1,0,1,0,0.012661233255652205,0.6927688121795654,0.133029372802194,7.278801260534969,1,2,2022-11-10,0.6024096385542169,100.0,100.0,0.0,0Az2D1ByNU09je0ZtzDcHm,2020-12-03,gr,173054.0,3.0,Negative,Extreme,0.6927688121795654,7.278801260534969,"1 frozen-threshold PCA anomalies were identified from 166 model-eligible observations, producing an artist-level anomaly rate of 0.602%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 7.28 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"Davido, Sunday Service Choir",29,1,1,1,0,1,0,0.031083094663203185,0.6752420101971848,0.32658466235516365,7.094650204483341,1,1,2023-01-26,3.4482758620689653,100.0,100.0,0.0,1XUf5lpeTQbrohZWdx6Sbz,2022-07-14,ng,60961.0,40.0,Negative,Extreme,0.6752420101971848,7.094650204483341,"1 frozen-threshold PCA anomalies were identified from 29 model-eligible observations, producing an artist-level anomaly rate of 3.448%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 7.09 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
Bolaget,148,1,1,1,0,1,0,0.010682586244351814,0.6706443950426191,0.11224007324539759,7.046343862751212,6,2,2023-04-06,0.6756756756756757,100.0,100.0,0.0,3fd8cxZvehZNFD8KUri30T,2022-08-18,se,323398.0,33.0,Negative,Extreme,0.6706443950426191,7.046343862751212,"1 frozen-threshold PCA anomalies were identified from 148 model-eligible observations, producing an artist-level anomaly rate of 0.676%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 7.05 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"SNIK, Rack",46,1,1,1,0,1,0,0.019063895530797893,0.661394583347789,0.20030103027258034,6.949157702173029,1,2,2022-11-10,2.1739130434782608,100.0,100.0,0.0,7hVXZVcmpcHq1DJ05dnFZK,2022-03-17,gr,263144.0,4.0,Negative,Extreme,0.661394583347789,6.949157702173029,"1 frozen-threshold PCA anomalies were identified from 46 model-eligible observations, producing an artist-level anomaly rate of 2.174%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 6.95 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"SNIK, FLY LO, Mike G",50,1,1,1,1,0,0,0.016955094468843614,0.6499182639803818,0.17814422477252032,6.828578013236147,1,2,2022-11-10,2.0,100.0,0.0,100.0,30K8l6FPIUB9iH1txpmWtD,2022-02-17,gr,329855.0,7.0,Positive,Extreme,0.6499182639803818,6.828578013236147,"1 frozen-threshold PCA anomalies were identified from 50 model-eligible observations, producing an artist-level anomaly rate of 2.000%. The dominant anomaly direction was positive, with 0 negative, 1 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 6.83 times the frozen PCA anomaly threshold and was classified as Extreme with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"SNIK, GAMEBOY",4,1,1,1,0,1,0,0.1755925301702956,0.6405834037360301,1.8449201342117987,6.730498262359755,1,1,2022-04-07,25.0,100.0,100.0,0.0,37lxdBzdwPcbpiLNnY5L8B,2022-03-17,gr,53851.0,83.0,Negative,Extreme,0.6405834037360301,6.730498262359755,"1 frozen-threshold PCA anomalies were identified from 4 model-eligible observations, producing an artist-level anomaly rate of 25.000%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 6.73 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"SNIK, VLOSPA",12,1,1,1,0,1,0,0.05981304306911698,0.6336493024102215,0.6284452267967775,6.657642867336733,1,2,2022-05-26,8.333333333333334,100.0,100.0,0.0,7m84C5gTmnmeh3VUIwDcd2,2022-03-17,gr,99180.0,31.0,Negative,Extreme,0.6336493024102215,6.657642867336733,"1 frozen-threshold PCA anomalies were identified from 12 model-eligible observations, producing an artist-level anomaly rate of 8.333%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 6.66 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"SNIK, TOQUEL",15,1,1,1,0,1,0,0.0483828538229989,0.6319586604359236,0.5083502190104965,6.639879586546253,1,1,2022-06-23,6.666666666666667,100.0,100.0,0.0,5pJs3IQxlt8OjtXmTeVlJu,2022-03-17,gr,93760.0,32.0,Negative,Extreme,0.6319586604359236,6.639879586546253,"1 frozen-threshold PCA anomalies were identified from 15 model-eligible observations, producing an artist-level anomaly rate of 6.667%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 6.64 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
"ElGrandeToto, Farid Bang",17,1,1,1,0,1,0,0.04416127804978209,0.6302757263183594,0.46399485756912473,6.622197290864113,1,1,2021-08-26,5.882352941176471,100.0,100.0,0.0,05TZvIBb07gDxMw1PQdFhX,2021-05-06,ma,23308.0,65.0,Negative,Extreme,0.6302757263183594,6.622197290864113,"1 frozen-threshold PCA anomalies were identified from 17 model-eligible observations, producing an artist-level anomaly rate of 5.882%. The dominant anomaly direction was negative, with 1 negative, 0 positive and 0 flat-direction anomalies. 1 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 6.62 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",9
